distance_in_meters,duration_in_seconds,pickup_in_meters,pickup_in_seconds,driver_rating,order_hour,order_wday,order_month,driver_experience_days,price_start_local,price_bid_local
2270,270,327,66,4.99091,9,1,6,-521,150,150
1323,192,988,160,5.0,9,1,6,61,150,200
5304,658,450,53,4.99091,9,1,6,-521,200,200
2701,395,240,46,5.0,9,1,6,744,150,200
6492,840,1643,249,5.0,9,1,6,-196,200,250
2644,407,939,131,5.0,9,1,6,13,150,200
7760,964,313,64,4.93024,9,1,6,-199,250,250
2684,412,1322,196,5.0,9,1,6,13,180,200
7199,784,676,126,4.93024,9,1,6,-199,250,250
7199,784,479,61,5.0,9,1,6,271,250,250
0,0,637,137,4.93024,9,1,6,-199,150,250
2636,368,2813,243,5.0,9,1,6,271,150,200
1878,308,1245,196,5.0,9,1,6,13,150,200
0,0,992,166,4.93024,9,1,6,-199,250,250
3177,382,208,39,5.0,9,1,6,540,100,200
1658,388,1172,236,5.0,9,1,6,540,200,200
5719,681,311,51,4.99091,9,1,6,-521,250,250
1655,287,532,97,5.0,9,1,6,540,150,200
5719,681,333,54,5.0,9,1,6,-196,250,250
2352,375,939,134,5.0,9,1,6,13,200,200
0,0,662,110,5.0,9,1,6,13,150,200
1384,265,109,23,5.0,9,1,6,13,150,200
1671,292,667,104,5.0,9,1,6,13,150,200
0,0,732,115,4.93024,9,1,6,-199,250,250
0,0,1008,135,4.97898,9,1,6,536,250,250
6633,755,710,117,4.93024,9,1,6,-199,250,250
1133,201,256,44,5.0,9,1,6,13,150,200
1947,281,494,92,4.99091,9,1,6,-521,200,200
2627,454,987,160,4.99091,10,1,6,-521,150,150
0,0,736,106,4.93024,10,1,6,-199,300,300
0,0,218,36,5.0,10,1,6,-196,150,200
928,149,744,87,4.99099,10,1,6,78,200,200
0,0,4030,442,4.97898,10,1,6,536,200,250
8380,1004,1422,263,5.0,10,1,6,13,200,300
1151,201,293,69,5.0,10,1,6,540,150,200
4249,502,712,116,4.99091,10,1,6,-521,200,200
0,0,875,115,5.0,10,1,6,-196,200,250
6679,834,1104,188,4.97898,10,1,6,536,250,300
1961,294,500,86,5.0,10,1,6,540,150,200
6512,694,1078,141,4.93024,10,1,6,-199,250,250
2031,294,648,117,5.0,10,1,6,540,150,200
0,0,294,52,5.0,10,1,6,540,150,200
8457,988,766,120,4.93024,10,1,6,-199,250,250
2333,353,415,71,4.99091,10,1,6,-521,150,150
5606,592,1548,260,4.97898,10,1,6,536,200,250
5496,512,1649,173,5.0,10,1,6,-196,200,250
2214,276,1594,257,5.0,10,1,6,-195,150,200
2333,353,1117,182,5.0,10,1,6,-195,150,200
0,0,198,42,4.99091,10,1,6,-521,150,150
2835,426,589,97,4.99091,10,1,6,-521,200,200
2835,426,1296,211,5.0,10,1,6,-195,200,200
2922,352,1270,138,5.0,10,1,6,-196,200,250
7363,802,1192,127,4.99523,11,1,6,743,280,380
7306,762,2688,304,4.93024,11,1,6,-199,200,250
1187,171,587,100,4.99091,11,1,6,-521,150,150
2922,468,380,91,5.0,11,1,6,-196,180,180
7269,930,3830,339,4.93024,11,1,6,-199,250,300
0,0,986,185,5.0,11,1,6,-195,150,200
1602,251,334,62,5.0,11,1,6,-196,150,180
0,0,227,49,4.99841,11,1,6,-193,150,150
2280,283,277,44,5.0,11,1,6,-196,200,200
2332,293,290,56,4.99329,11,1,6,67,200,200
8264,965,3109,313,4.93024,11,1,6,-199,200,300
3419,459,154,34,4.99841,11,1,6,-193,150,200
5622,649,953,140,4.99091,11,1,6,-521,200,200
7558,791,612,89,4.93024,11,1,6,-199,250,300
1528,242,258,62,4.99523,11,1,6,743,200,200
1528,242,232,46,5.0,11,1,6,540,200,200
1725,278,530,103,5.0,11,1,6,-196,150,200
2526,376,699,131,5.0,11,1,6,-196,150,200
1519,222,136,31,5.0,11,1,6,540,160,200
968,136,397,72,5.0,11,1,6,540,150,200
1058,216,226,54,5.0,11,1,6,542,180,200
2097,346,600,104,5.0,11,1,6,-196,150,180
1705,266,170,34,4.99329,11,1,6,67,150,150
2596,288,938,147,4.99523,11,1,6,743,200,200
1936,317,650,82,5.0,11,1,6,540,150,200
14359,1181,1162,106,5.0,11,1,6,-195,500,500
4165,503,645,130,5.0,11,1,6,542,150,200
1936,317,802,104,5.0,11,1,6,540,150,200
1760,212,789,151,5.0,11,1,6,-196,150,180
1590,311,1346,236,5.0,11,1,6,540,140,200
0,0,2023,300,5.0,11,1,6,31,180,180
1382,238,290,49,4.99523,11,1,6,743,150,200
7023,784,2891,358,4.93024,11,1,6,-199,250,300
3931,545,1768,156,4.99099,11,1,6,78,200,230
2615,406,1684,184,4.99523,11,1,6,743,150,200
0,0,1124,172,4.99329,11,1,6,67,350,350
848,171,967,171,5.0,11,1,6,542,150,200
12475,1187,771,112,4.98208,12,1,6,61,350,400
1503,292,1075,185,5.0,12,1,6,-196,150,180
1705,288,732,181,5.0,12,1,6,542,150,200
3753,446,1911,256,5.0,12,1,6,31,200,200
3637,442,787,154,4.99523,12,1,6,743,200,200
0,0,1193,233,5.0,12,1,6,540,250,300
2370,314,1125,150,5.0,12,1,6,-195,150,200
0,0,920,145,5.0,12,1,6,-196,150,200
0,0,1857,242,5.0,12,1,6,-195,150,200
3131,507,1129,202,4.99099,12,1,6,78,250,250
3778,442,302,48,5.0,12,1,6,-195,150,200
1799,362,433,81,5.0,12,1,6,542,150,200
5594,879,634,89,4.98208,12,1,6,61,200,200
5594,879,334,69,5.0,12,1,6,31,200,200
4018,583,480,103,5.0,12,1,6,-195,200,230
3707,458,1052,175,5.0,12,1,6,-195,200,250
1167,197,621,108,4.99523,12,1,6,743,200,200
0,0,1302,139,5.0,12,1,6,542,150,200
3705,438,220,44,4.98208,12,1,6,61,200,200
5269,714,680,95,4.98208,12,1,6,61,220,220
1516,245,1131,223,4.99523,12,1,6,743,200,200
4052,562,1118,192,5.0,12,1,6,542,220,290
9325,1013,1500,135,4.93024,12,1,6,-199,300,300
0,0,268,58,4.99099,12,1,6,78,200,200
0,0,2033,366,5.0,12,1,6,-195,150,200
1786,354,1187,184,5.0,12,1,6,-196,180,180
0,0,332,63,4.98208,12,1,6,61,150,200
4467,434,1281,173,5.0,12,1,6,31,150,180
2908,459,1115,172,5.0,12,1,6,-196,250,300
4220,532,504,88,4.98208,12,1,6,61,150,200
4091,574,195,47,4.98208,12,1,6,61,150,200
756,157,1498,170,4.98208,13,1,6,61,150,200
6417,723,524,67,4.99523,13,1,6,743,180,240
2059,311,859,156,4.98208,13,1,6,61,150,200
2545,322,989,182,4.98208,13,1,6,61,150,200
3168,535,1092,201,5.0,13,1,6,-195,200,250
3289,459,2283,293,4.99523,13,1,6,743,250,250
2689,360,1148,201,5.0,13,1,6,-195,150,200
1315,281,19,4,5.0,13,1,6,-195,150,200
0,0,540,86,4.99099,13,1,6,78,200,200
2437,270,438,67,4.99523,13,1,6,743,180,240
1870,218,945,188,4.99523,13,1,6,743,100,200
2588,349,93,17,4.99523,13,1,6,743,150,200
1565,247,222,25,4.99523,13,1,6,743,150,200
888,217,598,141,4.99523,13,1,6,743,180,200
2437,453,650,136,5.0,13,1,6,-195,150,200
5542,598,15,3,5.0,13,1,6,-195,250,330
1950,349,693,128,5.0,13,1,6,289,150,200
1465,245,1203,197,5.0,13,1,6,13,150,200
3047,385,728,111,5.0,13,1,6,13,150,200
2119,286,311,60,4.99523,13,1,6,743,150,200
6290,716,1393,248,5.0,13,1,6,-195,200,250
7244,708,568,86,4.99426,13,1,6,46,250,300
9019,803,1403,282,4.98208,13,1,6,61,250,300
9019,803,1934,239,4.99435,13,1,6,546,250,300
7976,1007,203,34,4.99426,14,1,6,46,350,350
7976,1007,510,90,4.97898,14,1,6,536,350,480
9882,1072,127,26,5.0,14,1,6,31,300,300
0,0,329,63,4.98208,14,1,6,61,150,200
999,182,1576,195,4.97898,14,1,6,536,200,200
0,0,620,120,5.0,14,1,6,13,320,380
3272,491,560,104,4.96168,14,1,6,-196,150,200
3688,402,33384,3683,5.0,14,1,6,540,180,200
1788,220,693,106,5.0,14,1,6,13,150,200
0,0,1654,182,4.97898,14,1,6,536,240,240
2938,502,345,61,5.0,14,1,6,13,100,200
3861,426,267,67,5.0,14,1,6,13,150,200
1399,263,369,54,5.0,14,1,6,13,150,150
1399,263,369,54,5.0,14,1,6,13,150,200
0,0,886,111,4.93024,14,1,6,-199,200,250
2515,344,985,160,5.0,14,1,6,13,150,200
2841,440,1064,169,4.89024,14,1,6,28,200,200
0,0,2122,316,5.0,14,1,6,-195,350,650
1868,219,1123,151,5.0,14,1,6,-195,150,200
2401,352,796,136,5.0,14,1,6,-195,150,200
2627,303,88,15,5.0,14,1,6,-195,200,250
4964,617,1322,134,5.0,14,1,6,540,250,250
3246,550,298,63,5.0,14,1,6,13,200,250
0,0,1020,119,5.0,14,1,6,540,250,250
0,0,2899,275,5.0,14,1,6,540,150,200
1236,192,390,81,4.98208,14,1,6,61,180,200
1236,192,137,33,5.0,14,1,6,-195,180,200
2382,357,743,111,4.98208,14,1,6,61,200,250
2009,315,753,125,5.0,14,1,6,-195,100,200
2636,317,432,79,5.0,14,1,6,289,150,200
1787,274,897,132,5.0,14,1,6,13,150,200
2989,350,1172,191,5.0,14,1,6,13,150,200
2989,350,326,30,4.96168,14,1,6,-196,150,200
0,0,291,51,4.97898,14,1,6,536,150,180
0,0,1272,199,4.98208,14,1,6,61,250,250
0,0,1157,247,4.97898,14,1,6,536,200,250
0,0,874,130,5.0,14,1,6,13,150,200
0,0,529,76,5.0,14,1,6,-195,150,200
0,0,2551,229,4.96168,14,1,6,-196,150,200
1210,200,156,36,5.0,14,1,6,13,200,200
1210,200,931,164,4.96168,14,1,6,-196,200,200
6308,744,785,165,5.0,14,1,6,-195,250,330
1936,281,105,14,4.96168,14,1,6,-196,150,200
2294,362,790,120,5.0,14,1,6,13,150,200
2294,362,622,91,5.0,14,1,6,540,150,200
1632,339,1530,181,5.0,14,1,6,31,100,150
6163,813,864,133,5.0,14,1,6,271,300,300
1674,223,718,133,5.0,14,1,6,13,150,200
1674,223,1710,264,5.0,14,1,6,-195,150,200
1674,223,417,55,4.96168,14,1,6,-196,150,200
4425,505,985,208,5.0,14,1,6,-195,250,250
1151,192,103,25,4.99426,14,1,6,46,150,200
3925,480,813,190,4.99426,14,1,6,46,200,250
3925,480,329,69,5.0,14,1,6,-195,200,250
3925,480,1527,227,5.0,14,1,6,271,200,200
5211,700,267,57,4.99426,14,1,6,46,250,250
5211,700,1066,242,5.0,14,1,6,-195,250,300
0,0,524,116,5.0,15,1,6,-195,150,200
7905,966,1215,170,4.99426,15,1,6,46,250,300
7905,966,1900,285,4.93024,15,1,6,-199,250,300
4498,579,710,162,4.99426,15,1,6,46,250,300
8071,931,163,34,5.0,15,1,6,-195,300,350
8071,931,446,98,4.97898,15,1,6,536,300,300
5814,760,1301,185,4.99426,15,1,6,46,200,250
2801,347,238,43,5.0,15,1,6,271,170,200
0,0,567,92,5.0,15,1,6,289,200,250
2258,401,779,178,5.0,15,1,6,-195,180,240
991,173,977,205,5.0,15,1,6,-195,150,200
2872,347,566,117,4.99426,15,1,6,46,150,200
2872,347,539,108,5.0,15,1,6,-195,150,200
2191,385,992,208,5.0,15,1,6,-195,100,200
1929,289,175,42,5.0,15,1,6,-195,200,250
5977,640,2783,307,4.93024,15,1,6,-199,200,250
4934,511,506,78,4.99099,15,1,6,78,250,250
2139,386,674,162,5.0,15,1,6,-195,200,200
4820,636,839,88,5.0,15,1,6,289,200,250
1640,275,317,79,5.0,15,1,6,-195,170,240
0,0,1260,178,5.0,15,1,6,-195,150,200
14984,1220,1222,166,5.0,15,1,6,-195,450,600
1069,201,371,87,5.0,15,1,6,-195,150,200
0,0,1085,222,4.99435,15,1,6,546,150,200
2499,290,1270,177,5.0,15,1,6,-195,150,200
2511,397,586,144,5.0,15,1,6,-195,180,200
0,0,2348,405,5.0,15,1,6,-195,550,750
0,0,400,68,4.99426,15,1,6,46,150,200
2004,236,400,75,4.99426,15,1,6,46,150,200
0,0,776,109,4.97898,15,1,6,536,200,200
1907,222,365,67,4.99426,15,1,6,46,150,200
5745,778,1132,164,4.99426,15,1,6,46,200,250
6747,777,166,21,4.93024,15,1,6,-199,250,250
6547,749,391,71,5.0,15,1,6,289,200,250
0,0,803,133,5.0,15,1,6,289,180,250
2824,440,798,166,5.0,15,1,6,61,150,200
5316,709,283,40,5.0,15,1,6,61,250,250
6458,672,3138,337,4.99426,16,1,6,46,250,250
6458,672,1641,314,4.93024,16,1,6,-199,250,300
8360,893,590,120,4.97898,16,1,6,536,250,250
0,0,686,183,4.93024,16,1,6,-199,250,250
8118,903,951,136,4.99099,16,1,6,78,300,300
1914,257,1451,232,5.0,16,1,6,289,170,240
4658,658,1302,191,5.0,16,1,6,289,200,250
0,0,363,74,5.0,16,1,6,289,150,200
539,67,185,29,5.0,16,1,6,289,150,200
7718,798,372,72,4.93024,16,1,6,-199,250,250
2653,285,137,23,5.0,16,1,6,61,170,240
2167,295,610,88,5.0,16,1,6,-195,150,200
2167,295,522,65,5.0,16,1,6,289,150,200
6942,641,237,41,4.97898,16,1,6,536,300,300
2405,382,1413,243,5.0,16,1,6,289,150,200
5697,641,1823,293,5.0,16,1,6,-195,200,250
2140,265,448,77,5.0,16,1,6,289,150,200
5353,619,1442,155,5.0,16,1,6,-195,200,200
2212,351,363,73,5.0,16,1,6,61,150,200
0,0,664,102,5.0,16,1,6,61,150,200
3871,434,330,52,5.0,17,1,6,-195,180,200
6351,689,544,61,5.0,17,1,6,540,200,250
3888,419,3976,375,4.97898,17,1,6,536,250,250
3658,508,682,121,5.0,17,1,6,-195,200,250
1771,250,530,108,4.99523,17,1,6,743,200,200
1449,262,616,82,5.0,17,1,6,-195,150,200
1520,269,861,125,5.0,17,1,6,-195,160,200
1803,355,194,32,5.0,17,1,6,61,150,200
2900,466,696,103,4.99523,17,1,6,743,200,250
2012,293,5178,575,4.93024,17,1,6,-199,250,250
1899,358,409,69,5.0,17,1,6,-195,150,200
7311,897,79,19,5.0,17,1,6,540,250,300
2296,437,756,132,5.0,17,1,6,-195,200,250
2316,361,149,33,5.0,17,1,6,542,180,200
1790,291,787,108,5.0,17,1,6,61,150,200
0,0,6671,562,5.0,17,1,6,-195,500,650
2066,316,257,24,5.0,17,1,6,61,150,200
7304,857,572,112,5.0,17,1,6,540,300,300
1990,475,390,71,4.99099,17,1,6,78,180,200
3869,601,1053,173,5.0,17,1,6,-195,180,240
1448,195,1651,307,5.0,17,1,6,542,150,200
0,0,427,93,4.99523,17,1,6,743,150,200
2952,274,2648,380,5.0,17,1,6,-195,200,250
1023,180,488,88,5.0,17,1,6,542,200,200
1836,410,810,143,5.0,17,1,6,542,150,200
0,0,239,47,4.99099,18,1,6,78,300,350
1685,289,595,131,4.99523,18,1,6,743,150,200
1292,269,1383,241,5.0,18,1,6,-195,150,200
0,0,2041,296,5.0,18,1,6,-195,2000,2600
0,0,606,162,5.0,18,1,6,542,2000,2600
8335,828,91,20,5.0,18,1,6,540,350,350
1591,201,1538,225,5.0,18,1,6,-195,200,200
0,0,438,105,5.0,18,1,6,-195,180,240
3134,371,1307,203,5.0,18,1,6,-195,150,200
4019,573,747,150,5.0,18,1,6,-195,250,250
2785,429,200,32,4.99329,18,1,6,67,180,200
0,0,821,132,5.0,18,1,6,-195,150,200
3613,423,1641,226,5.0,18,1,6,-195,250,330
6972,781,1924,242,5.0,18,1,6,-195,250,330
1061,246,1568,279,5.0,18,1,6,-195,150,200
4253,444,1628,193,5.0,18,1,6,540,150,200
8033,806,1610,205,4.99329,18,1,6,67,300,350
4101,712,2028,303,5.0,18,1,6,-195,250,300
6990,727,627,131,5.0,18,1,6,-195,250,330
5752,589,3051,449,5.0,18,1,6,-195,250,330
2032,385,1455,223,5.0,18,1,6,-195,150,200
1776,296,131,28,5.0,18,1,6,-195,200,250
4251,508,402,83,5.0,19,1,6,-520,200,200
3808,438,1060,143,4.97828,19,1,6,254,200,200
3606,416,65155,6054,4.99329,19,1,6,67,200,200
6695,722,577,104,4.99426,19,1,6,46,250,250
4995,549,905,156,5.0,19,1,6,-520,200,200
1371,181,950,196,4.99576,19,1,6,737,150,150
6528,668,2136,211,4.99435,20,1,6,546,300,350
0,0,485,63,5.0,20,1,6,-195,170,240
0,0,508,93,4.99435,20,1,6,546,650,850
5840,611,1472,208,5.0,20,1,6,-195,300,300
4909,501,2229,263,4.99426,20,1,6,46,300,300
2618,321,1085,198,4.99576,20,1,6,737,200,200
3340,465,680,112,5.0,20,1,6,542,250,250
2247,324,1182,156,5.0,20,1,6,-521,150,200
2247,324,854,133,4.99426,20,1,6,46,150,200
1560,258,262,55,4.99426,20,1,6,46,130,200
1560,258,1839,282,5.0,20,1,6,542,130,200
3518,364,1769,177,5.0,20,1,6,-521,200,200
10199,1365,624,109,5.0,20,1,6,542,500,500
4326,532,823,100,5.0,20,1,6,-195,200,200
0,0,276,51,5.0,20,1,6,-195,180,200
6266,631,1091,166,5.0,20,1,6,-521,250,250
6266,631,973,153,4.99426,20,1,6,46,250,300
6266,631,464,70,4.89024,20,1,6,28,250,270
13493,926,813,170,4.96168,20,1,6,-196,420,500
2918,382,1037,165,5.0,20,1,6,-521,200,200
3079,361,233,48,4.99426,20,1,6,46,200,250
5828,608,3997,352,4.99435,20,1,6,546,230,290
0,0,446,78,5.0,20,1,6,-521,250,380
3592,415,363,65,4.99426,20,1,6,46,200,250
5551,668,2286,266,5.0,20,1,6,542,250,250
2658,346,107,14,5.0,20,1,6,-521,200,200
2658,346,770,113,4.89024,20,1,6,28,200,200
0,0,2498,323,5.0,20,1,6,542,180,220
569,105,301,51,4.89024,20,1,6,28,150,180
569,105,1342,186,4.96291,20,1,6,-210,150,200
0,0,3444,359,5.0,21,1,6,542,400,490
5152,632,623,126,4.99426,21,1,6,46,300,300
5152,632,1004,191,4.89024,21,1,6,28,300,300
5254,585,660,79,4.99426,21,1,6,46,250,250
5254,585,3,0,4.89024,21,1,6,28,250,250
5134,685,2139,247,4.99426,21,1,6,46,250,300
4708,561,793,113,5.0,21,1,6,542,200,250
1129,214,302,46,4.89024,21,1,6,28,200,200
1675,238,563,85,5.0,21,1,6,542,150,200
3625,436,329,43,4.89024,21,1,6,28,200,200
5192,691,3186,453,5.0,21,1,6,-521,200,250
507,101,1425,186,4.89024,21,1,6,28,150,200
1571,283,429,85,5.0,21,1,6,542,150,200
5061,659,2323,267,4.99426,21,1,6,46,250,300
1591,220,1045,141,5.0,21,1,6,-521,150,150
1232,145,1112,167,5.0,21,1,6,542,150,200
4467,438,1240,145,4.99426,21,1,6,46,250,250
5775,482,5087,423,4.99435,22,1,6,546,250,300
2794,431,1321,185,4.9887,22,1,6,534,130,150
5042,417,3522,276,4.99435,23,1,6,546,300,380
0,0,735,133,4.99435,23,1,6,546,250,250
865,117,1144,169,4.99435,0,2,6,547,150,200
3120,332,736,112,4.99435,0,2,6,547,200,200
5034,495,3463,388,4.99435,0,2,6,547,200,250
3354,377,1966,388,4.99435,0,2,6,547,200,450
1737,250,1159,195,4.99435,0,2,6,547,150,200
8117,881,2374,428,4.99435,1,2,6,547,350,450
2827,405,482,115,4.99435,1,2,6,547,250,300
1716,253,1495,196,4.99435,1,2,6,547,150,150
8367,790,1483,193,4.99435,1,2,6,547,400,530
0,0,3093,287,4.99435,1,2,6,547,250,400
1540,198,686,115,5.0,5,2,6,-195,150,180
6635,731,90,22,5.0,6,2,6,14,220,290
0,0,929,128,5.0,6,2,6,-195,150,180
5350,699,724,148,5.0,6,2,6,62,250,300
6557,589,1323,215,5.0,6,2,6,14,250,330
3004,393,84,17,5.0,6,2,6,62,200,200
1296,163,661,112,5.0,6,2,6,62,250,250
1296,163,1206,176,5.0,6,2,6,-195,250,250
0,0,660,77,5.0,6,2,6,62,650,850
5276,657,621,104,5.0,6,2,6,62,250,300
0,0,1330,221,5.0,6,2,6,62,200,200
0,0,1149,221,5.0,6,2,6,-195,200,200
5732,617,640,103,5.0,6,2,6,62,200,250
1717,263,1564,239,5.0,6,2,6,62,150,200
3647,469,1210,176,5.0,6,2,6,-195,150,200
2966,361,1853,260,4.95479,6,2,6,16,150,200
3277,462,1647,274,5.0,6,2,6,-195,200,200
4709,492,1703,235,5.0,7,2,6,62,200,250
4709,492,2159,313,4.95479,7,2,6,16,200,250
4085,541,1973,361,4.95479,7,2,6,16,200,250
2983,380,386,67,4.95479,7,2,6,16,150,200
7531,697,1197,135,4.99426,7,2,6,47,250,250
7531,697,545,116,5.0,7,2,6,14,250,330
7531,697,1436,149,4.97898,7,2,6,537,250,250
1421,245,1876,290,4.95479,7,2,6,16,250,250
0,0,2501,270,4.97898,7,2,6,537,250,300
0,0,865,105,4.99426,7,2,6,47,250,250
0,0,741,134,5.0,7,2,6,14,250,300
0,0,281,62,5.0,7,2,6,62,160,200
8759,920,899,141,5.0,7,2,6,62,250,300
7245,714,704,126,5.0,7,2,6,14,300,300
2597,286,93,19,4.99099,7,2,6,79,180,180
4986,501,1420,191,4.97898,7,2,6,537,150,250
0,0,698,112,5.0,7,2,6,-195,200,200
5884,636,670,120,5.0,7,2,6,-195,200,250
2400,237,679,92,4.97898,7,2,6,537,150,180
5541,594,1370,173,4.93024,7,2,6,-198,200,250
1143,235,831,213,4.95479,7,2,6,16,150,180
0,0,1094,185,4.99426,7,2,6,47,200,250
6454,608,1582,206,5.0,7,2,6,62,250,250
917,159,1171,180,5.0,7,2,6,14,200,200
4784,575,726,70,5.0,7,2,6,-195,230,250
0,0,1642,260,4.95479,7,2,6,16,200,200
7148,867,454,92,4.99426,7,2,6,47,200,250
0,0,696,165,4.99091,7,2,6,-520,150,150
6085,651,625,100,4.93024,7,2,6,-198,250,250
1282,181,486,88,5.0,7,2,6,745,200,200
3491,524,2065,217,4.99099,8,2,6,79,200,200
3491,524,1190,140,5.0,8,2,6,62,200,200
2268,399,517,118,5.0,8,2,6,14,150,200
0,0,1161,202,4.99717,8,2,6,727,150,200
4860,578,534,128,5.0,8,2,6,738,200,200
2505,402,2629,350,4.95479,8,2,6,16,190,250
3144,431,1581,177,5.0,8,2,6,-195,180,200
0,0,532,101,4.99717,8,2,6,727,150,200
3077,440,1638,272,4.99717,8,2,6,727,180,200
1284,203,1347,187,4.99717,8,2,6,727,150,150
5606,597,2278,358,4.93024,8,2,6,-198,200,250
6245,699,502,122,4.99426,8,2,6,47,350,350
6245,699,517,126,4.99426,8,2,6,47,350,350
2900,429,232,30,5.0,8,2,6,14,150,200
1996,267,263,33,5.0,8,2,6,745,200,200
1996,267,541,112,5.0,8,2,6,14,200,200
3427,493,2346,264,4.95479,8,2,6,16,200,200
0,0,1389,191,4.99717,8,2,6,727,180,250
0,0,319,68,4.99091,8,2,6,-520,180,200
1426,204,640,125,5.0,8,2,6,14,150,200
0,0,132,31,4.99717,8,2,6,727,150,200
4045,728,877,138,5.0,8,2,6,-195,250,250
1849,280,427,74,4.99717,8,2,6,727,150,150
0,0,340,75,5.0,8,2,6,745,200,200
0,0,105,38,5.0,8,2,6,62,200,200
0,0,561,130,5.0,8,2,6,14,200,200
8946,1034,1598,277,4.95479,8,2,6,16,200,250
2278,324,145,26,5.0,8,2,6,285,150,150
5234,769,705,97,4.99426,8,2,6,47,250,300
6267,808,801,150,5.0,8,2,6,57,200,250
3055,482,306,73,4.99717,8,2,6,727,150,200
2526,411,242,56,5.0,8,2,6,14,150,200
3141,389,886,134,4.99717,8,2,6,727,150,150
957,150,619,82,5.0,8,2,6,745,150,200
2788,312,814,135,5.0,8,2,6,62,150,200
0,0,884,107,5.0,8,2,6,14,150,200
0,0,446,57,5.0,8,2,6,14,150,200
3623,543,265,53,5.0,8,2,6,-195,200,200
2535,372,284,58,5.0,8,2,6,62,200,200
2692,427,273,38,4.99426,8,2,6,47,150,200
1374,196,90,18,5.0,8,2,6,745,180,200
1400,192,1410,190,4.99717,8,2,6,727,100,200
1642,253,1371,177,4.99717,8,2,6,727,150,200
9262,981,3295,366,4.95479,8,2,6,16,320,320
3872,474,203,42,4.99091,8,2,6,-520,200,200
1871,328,350,81,5.0,8,2,6,285,150,150
2213,221,1515,172,4.99717,8,2,6,727,150,200
0,0,696,110,5.0,8,2,6,14,200,200
0,0,1506,249,4.93024,8,2,6,-198,300,300
3244,532,377,68,5.0,8,2,6,62,180,200
0,0,1318,201,4.99717,8,2,6,727,200,200
5277,712,482,116,4.99099,9,2,6,79,200,200
1327,197,255,59,4.99099,9,2,6,79,200,200
1957,350,893,191,5.0,9,2,6,-195,100,200
3069,461,1965,241,4.99717,9,2,6,727,150,200
3225,506,413,101,4.99099,9,2,6,79,200,200
6844,739,109,23,5.0,9,2,6,541,250,250
0,0,561,107,5.0,9,2,6,541,150,200
3224,463,547,65,4.99091,9,2,6,-520,200,200
1794,283,420,79,4.99717,9,2,6,727,200,200
0,0,873,145,5.0,9,2,6,745,150,200
0,0,1779,240,5.0,9,2,6,285,190,230
1453,263,101,24,5.0,9,2,6,541,150,200
1759,208,168,36,4.99091,9,2,6,-520,150,150
1675,247,859,144,5.0,9,2,6,285,150,150
2709,376,149,25,5.0,9,2,6,745,200,200
3507,380,1214,163,5.0,9,2,6,62,200,250
2261,282,470,82,5.0,9,2,6,541,150,200
2974,432,1586,210,5.0,9,2,6,62,150,200
2288,322,908,143,4.99717,9,2,6,727,200,200
2288,322,959,139,5.0,9,2,6,-195,200,200
0,0,3262,308,5.0,9,2,6,285,250,300
7825,861,660,116,5.0,9,2,6,745,400,490
1321,234,606,80,5.0,9,2,6,745,150,200
1321,234,753,115,5.0,9,2,6,541,150,200
3054,364,878,122,5.0,9,2,6,-195,150,180
2245,339,245,38,5.0,9,2,6,62,150,200
1256,194,968,167,4.99091,9,2,6,-520,150,150
0,0,5178,553,4.93024,9,2,6,-198,200,300
2331,350,768,144,4.99717,9,2,6,727,150,150
1671,282,345,44,5.0,9,2,6,745,150,200
2735,421,477,102,5.0,9,2,6,745,200,200
4769,680,1062,137,5.0,9,2,6,62,150,200
1674,229,234,50,4.95479,9,2,6,16,150,150
1650,274,74,18,5.0,9,2,6,541,150,200
2437,346,1567,225,4.99717,9,2,6,727,180,200
2437,346,509,104,4.99099,9,2,6,79,180,200
1112,165,532,101,5.0,9,2,6,745,200,200
2788,421,374,83,5.0,10,2,6,745,150,200
1374,210,501,91,5.0,10,2,6,541,200,200
2507,375,102,20,5.0,10,2,6,541,150,200
1013,182,454,86,4.99717,10,2,6,727,150,150
2030,327,155,27,4.99717,10,2,6,727,150,200
5950,720,660,93,4.99099,10,2,6,79,200,230
0,0,1106,212,4.99717,10,2,6,727,200,200
1468,274,272,63,5.0,10,2,6,285,150,150
5617,619,479,88,5.0,10,2,6,541,300,300
2956,333,564,78,5.0,10,2,6,285,150,150
0,0,1216,231,4.99717,10,2,6,727,200,200
0,0,813,156,4.99717,10,2,6,727,150,150
0,0,1868,330,4.97881,10,2,6,255,150,200
3781,482,1115,189,4.97881,10,2,6,255,200,250
1402,252,872,145,4.99717,10,2,6,727,150,150
1698,210,847,125,4.99523,10,2,6,744,150,200
3981,436,884,161,4.99091,10,2,6,-520,200,200
14642,1258,1034,191,4.99841,11,2,6,-192,300,300
4440,543,246,37,4.99091,11,2,6,-520,150,200
5984,743,508,85,5.0,11,2,6,-194,150,250
5582,726,435,107,4.99099,11,2,6,79,250,250
5582,726,1663,267,4.93024,11,2,6,-198,250,250
7369,851,1281,142,4.93024,11,2,6,-198,200,250
6119,740,511,86,5.0,11,2,6,-194,150,200
1236,229,371,79,4.97881,11,2,6,255,150,200
0,0,359,81,4.97881,11,2,6,255,180,240
3136,483,1369,181,4.97881,11,2,6,255,170,220
2854,451,956,210,4.97881,11,2,6,255,150,200
0,0,3908,506,4.97881,11,2,6,255,300,380
